,url,fname,val_type
0,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/NeuroGen-v0/pos-upright/img7.png,img7.png,pos
1,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/NeuroGen-v0/pos-upright/img30.png,img30.png,pos
2,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/NeuroGen-v0/pos-upright/img26.png,img26.png,pos
3,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/NeuroGen-v0/pos-upright/img16.png,img16.png,pos
4,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/NeuroGen-v0/pos-upright/img45.png,img45.png,pos
5,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/NeuroGen-v0/pos-upright/img1.png,img1.png,pos
6,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/NeuroGen-v0/pos-upright/img11.png,img11.png,pos
7,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/NeuroGen-v0/pos-upright/img6.png,img6.png,pos
8,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/NeuroGen-v0/pos-upright/img13.png,img13.png,pos
9,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/NeuroGen-v0/pos-upright/img24.png,img24.png,pos
10,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/NeuroGen-v0/pos-upright/img10.png,img10.png,pos
11,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/NeuroGen-v0/pos-upright/img39.png,img39.png,pos
12,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/NeuroGen-v0/pos-upright/img44.png,img44.png,pos
13,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/NeuroGen-v0/pos-upright/img9.png,img9.png,pos
14,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/NeuroGen-v0/pos-upright/img31.png,img31.png,pos
15,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/NeuroGen-v0/pos-upright/img4.png,img4.png,pos
16,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/NeuroGen-v0/pos-upright/img49.png,img49.png,pos
17,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/NeuroGen-v0/pos-upright/img12.png,img12.png,pos
18,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/NeuroGen-v0/pos-upright/img15.png,img15.png,pos
19,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/NeuroGen-v0/pos-upright/img40.png,img40.png,pos
20,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/NeuroGen-v0/pos-upright/img14.png,img14.png,pos
21,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/NeuroGen-v0/pos-upright/img41.png,img41.png,pos
22,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/NeuroGen-v0/pos-upright/img17.png,img17.png,pos
23,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/NeuroGen-v0/pos-upright/img29.png,img29.png,pos
24,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/NeuroGen-v0/pos-upright/img21.png,img21.png,pos
25,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/NeuroGen-v0/pos-upright/img47.png,img47.png,pos
26,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/NeuroGen-v0/pos-upright/img46.png,img46.png,pos
27,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/NeuroGen-v0/pos-upright/img25.png,img25.png,pos
28,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/NeuroGen-v0/pos-upright/img18.png,img18.png,pos
29,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/NeuroGen-v0/pos-upright/img20.png,img20.png,pos
30,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/NeuroGen-v0/pos-upright/img34.png,img34.png,pos
31,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/NeuroGen-v0/pos-upright/img8.png,img8.png,pos
32,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/NeuroGen-v0/pos-upright/img2.png,img2.png,pos
33,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/NeuroGen-v0/pos-upright/img36.png,img36.png,pos
34,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/NeuroGen-v0/pos-upright/img22.png,img22.png,pos
35,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/NeuroGen-v0/pos-upright/img38.png,img38.png,pos
36,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/NeuroGen-v0/pos-upright/img5.png,img5.png,pos
37,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/NeuroGen-v0/pos-upright/img27.png,img27.png,pos
38,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/NeuroGen-v0/pos-upright/img3.png,img3.png,pos
39,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/NeuroGen-v0/pos-upright/img23.png,img23.png,pos
40,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/NeuroGen-v0/pos-upright/img48.png,img48.png,pos
41,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/NeuroGen-v0/pos-upright/img33.png,img33.png,pos
42,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/NeuroGen-v0/pos-upright/img32.png,img32.png,pos
43,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/NeuroGen-v0/pos-upright/img42.png,img42.png,pos
44,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/NeuroGen-v0/pos-upright/img28.png,img28.png,pos
45,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/NeuroGen-v0/pos-upright/img37.png,img37.png,pos
46,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/NeuroGen-v0/pos-upright/img35.png,img35.png,pos
47,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/NeuroGen-v0/pos-upright/img0.png,img0.png,pos
48,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/NeuroGen-v0/pos-upright/img19.png,img19.png,pos
49,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/NeuroGen-v0/pos-upright/img43.png,img43.png,pos
0,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/NeuroGen-v0/neg-upright/img7.png,img7.png,neg
1,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/NeuroGen-v0/neg-upright/img30.png,img30.png,neg
2,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/NeuroGen-v0/neg-upright/img26.png,img26.png,neg
3,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/NeuroGen-v0/neg-upright/img16.png,img16.png,neg
4,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/NeuroGen-v0/neg-upright/img45.png,img45.png,neg
5,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/NeuroGen-v0/neg-upright/img1.png,img1.png,neg
6,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/NeuroGen-v0/neg-upright/img11.png,img11.png,neg
7,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/NeuroGen-v0/neg-upright/img6.png,img6.png,neg
8,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/NeuroGen-v0/neg-upright/img13.png,img13.png,neg
9,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/NeuroGen-v0/neg-upright/img24.png,img24.png,neg
10,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/NeuroGen-v0/neg-upright/img10.png,img10.png,neg
11,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/NeuroGen-v0/neg-upright/img39.png,img39.png,neg
12,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/NeuroGen-v0/neg-upright/img44.png,img44.png,neg
13,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/NeuroGen-v0/neg-upright/img9.png,img9.png,neg
14,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/NeuroGen-v0/neg-upright/img31.png,img31.png,neg
15,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/NeuroGen-v0/neg-upright/img4.png,img4.png,neg
16,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/NeuroGen-v0/neg-upright/img49.png,img49.png,neg
17,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/NeuroGen-v0/neg-upright/img12.png,img12.png,neg
18,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/NeuroGen-v0/neg-upright/img15.png,img15.png,neg
19,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/NeuroGen-v0/neg-upright/img40.png,img40.png,neg
20,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/NeuroGen-v0/neg-upright/img14.png,img14.png,neg
21,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/NeuroGen-v0/neg-upright/img41.png,img41.png,neg
22,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/NeuroGen-v0/neg-upright/img17.png,img17.png,neg
23,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/NeuroGen-v0/neg-upright/img29.png,img29.png,neg
24,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/NeuroGen-v0/neg-upright/img21.png,img21.png,neg
25,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/NeuroGen-v0/neg-upright/img47.png,img47.png,neg
26,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/NeuroGen-v0/neg-upright/img46.png,img46.png,neg
27,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/NeuroGen-v0/neg-upright/img25.png,img25.png,neg
28,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/NeuroGen-v0/neg-upright/img18.png,img18.png,neg
29,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/NeuroGen-v0/neg-upright/img20.png,img20.png,neg
30,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/NeuroGen-v0/neg-upright/img34.png,img34.png,neg
31,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/NeuroGen-v0/neg-upright/img8.png,img8.png,neg
32,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/NeuroGen-v0/neg-upright/img2.png,img2.png,neg
33,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/NeuroGen-v0/neg-upright/img36.png,img36.png,neg
34,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/NeuroGen-v0/neg-upright/img22.png,img22.png,neg
35,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/NeuroGen-v0/neg-upright/img38.png,img38.png,neg
36,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/NeuroGen-v0/neg-upright/img5.png,img5.png,neg
37,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/NeuroGen-v0/neg-upright/img27.png,img27.png,neg
38,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/NeuroGen-v0/neg-upright/img3.png,img3.png,neg
39,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/NeuroGen-v0/neg-upright/img23.png,img23.png,neg
40,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/NeuroGen-v0/neg-upright/img48.png,img48.png,neg
41,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/NeuroGen-v0/neg-upright/img33.png,img33.png,neg
42,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/NeuroGen-v0/neg-upright/img32.png,img32.png,neg
43,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/NeuroGen-v0/neg-upright/img42.png,img42.png,neg
44,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/NeuroGen-v0/neg-upright/img28.png,img28.png,neg
45,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/NeuroGen-v0/neg-upright/img37.png,img37.png,neg
